id,m.create_tree.1.pre.default.0,m.create_tree.1.pre.default.1,m.create_tree.2.post.pred_inst.2,m.create_tree.3.fold.pred_inst.3,m.create_tree_helper.1.pre.default.4,m.create_tree_helper.1.pre.default.5,m.create_tree_helper.2.post.pred_inst.6,m.create_tree_helper.3.fold.pred_inst.7,m.create_tree_helper.3.fold.pred_inst.8,m.create_tree_helper.3.fold.pred_inst.9,m.main.5.inv.default.10,m.main.5.inv.default.11,m.main.5.inv.default.12,m.main.5.inv.default.13,m.tree_add.1.pre.default.14,m.tree_add.1.pre.default.15,m.tree_add.1.pre.pred_inst.16,m.tree_add.2.post.pred_inst.17,m.tree_add.4.unfold.pred_inst.18,m.tree_add.3.fold.pred_inst.19,m.tree_add_helper.1.pre.default.20,m.tree_add_helper.1.pre.default.21,m.tree_add_helper.1.pre.pred_inst.22,m.tree_add_helper.2.post.pred_inst.23,m.tree_add_helper.4.unfold.pred_inst.24,m.tree_add_helper.3.fold.pred_inst.25,m.tree_contains.1.pre.pred_inst.26,m.tree_contains.2.post.pred_inst.27,m.tree_contains.4.unfold.pred_inst.28,m.tree_contains.3.fold.pred_inst.29,m.tree_contains_helper.1.pre.pred_inst.30,m.tree_contains_helper.2.post.pred_inst.31,m.tree_contains_helper.4.unfold.pred_inst.32,m.tree_contains_helper.3.fold.pred_inst.33,m.tree_contains_helper.3.fold.pred_inst.34,m.tree_contains_helper.3.fold.pred_inst.35,m.tree_main_lemma.1.pre.pred_inst.36,m.tree_main_lemma.2.post.pred_inst.37,m.tree_main_lemma.4.unfold.pred_inst.38,m.tree_main_lemma.3.fold.pred_inst.39,m.tree_main_lemma_bst.1.pre.pred_inst.40,m.tree_main_lemma_bst.2.post.pred_inst.41,m.tree_main_lemma_bst.4.unfold.pred_inst.42,m.tree_main_lemma_bst.3.fold.pred_inst.43,m.tree_max.1.pre.default.44,m.tree_max.1.pre.pred_inst.45,m.tree_max.2.post.pred_inst.46,m.tree_max.4.unfold.pred_inst.47,m.tree_max.3.fold.pred_inst.48,m.tree_max_helper.1.pre.default.49,m.tree_max_helper.1.pre.pred_inst.50,m.tree_max_helper.2.post.default.51,m.tree_max_helper.2.post.pred_inst.52,m.tree_max_helper.4.unfold.pred_inst.53,m.tree_max_helper.3.fold.pred_inst.54,m.tree_max_helper.3.fold.pred_inst.55,m.tree_max_helper.4.unfold.pred_inst.56,m.tree_max_helper.0.assert.default.57,m.tree_max_helper.3.fold.pred_inst.58,m.tree_max_helper.3.fold.pred_inst.59,m.tree_max_lemma.1.pre.default.60,m.tree_max_lemma.1.pre.pred_inst.61,m.tree_max_lemma.2.post.pred_inst.62,m.tree_max_lemma.4.unfold.pred_inst.63,m.tree_max_lemma.3.fold.pred_inst.64,m.tree_min.1.pre.default.65,m.tree_min.1.pre.pred_inst.66,m.tree_min.2.post.pred_inst.67,m.tree_min.4.unfold.pred_inst.68,m.tree_min.3.fold.pred_inst.69,m.tree_min_helper.1.pre.default.70,m.tree_min_helper.1.pre.pred_inst.71,m.tree_min_helper.2.post.default.72,m.tree_min_helper.2.post.pred_inst.73,m.tree_min_helper.4.unfold.pred_inst.74,m.tree_min_helper.3.fold.pred_inst.75,m.tree_min_helper.3.fold.pred_inst.76,m.tree_min_helper.4.unfold.pred_inst.77,m.tree_min_helper.0.assert.default.78,m.tree_min_helper.3.fold.pred_inst.79,m.tree_min_helper.3.fold.pred_inst.80,m.tree_min_lemma.1.pre.default.81,m.tree_min_lemma.1.pre.pred_inst.82,m.tree_min_lemma.2.post.pred_inst.83,m.tree_min_lemma.4.unfold.pred_inst.84,m.tree_min_lemma.3.fold.pred_inst.85,m.tree_remove.1.pre.pred_inst.86,m.tree_remove.2.post.pred_inst.87,m.tree_remove.4.unfold.pred_inst.88,m.tree_remove.3.fold.pred_inst.89,m.tree_remove_helper.1.pre.pred_inst.90,m.tree_remove_helper.2.post.pred_inst.91,m.tree_remove_helper.3.fold.pred_inst.92,m.tree_remove_helper.4.unfold.pred_inst.93,m.tree_remove_helper.3.fold.pred_inst.94,m.tree_remove_helper.3.fold.pred_inst.95,m.tree_remove_helper.3.fold.pred_inst.96,m.tree_remove_helper.4.unfold.pred_inst.97,m.tree_remove_helper.0.assert.default.98,m.tree_remove_helper.3.fold.pred_inst.99,m.tree_remove_helper.3.fold.pred_inst.100,m.tree_remove_lemma.1.pre.pred_inst.101,m.tree_remove_lemma.2.post.pred_inst.102,m.tree_remove_lemma.4.unfold.pred_inst.103,m.tree_remove_lemma.3.fold.pred_inst.104,m.tree_remove_lemma_left.1.pre.default.105,m.tree_remove_lemma_left.1.pre.pred_inst.106,m.tree_remove_lemma_left.2.post.pred_inst.107,m.tree_remove_lemma_left.4.unfold.pred_inst.108,m.tree_remove_lemma_left.3.fold.pred_inst.109,m.tree_remove_lemma_left.3.fold.pred_inst.110,m.tree_remove_lemma_left.3.fold.pred_inst.111,m.tree_remove_lemma_left2.1.pre.default.112,m.tree_remove_lemma_left2.1.pre.pred_inst.113,m.tree_remove_lemma_left2.2.post.pred_inst.114,m.tree_remove_lemma_left2.4.unfold.pred_inst.115,m.tree_remove_lemma_left2.3.fold.pred_inst.116,m.tree_remove_lemma_left2.3.fold.pred_inst.117,m.tree_remove_lemma_left2.3.fold.pred_inst.118,m.tree_remove_lemma_max.1.pre.default.119,m.tree_remove_lemma_max.1.pre.pred_inst.120,m.tree_remove_lemma_max.2.post.pred_inst.121,m.tree_remove_lemma_max.4.unfold.pred_inst.122,m.tree_remove_lemma_max.3.fold.pred_inst.123,m.tree_remove_lemma_min.1.pre.default.124,m.tree_remove_lemma_min.1.pre.pred_inst.125,m.tree_remove_lemma_min.2.post.pred_inst.126,m.tree_remove_lemma_min.4.unfold.pred_inst.127,m.tree_remove_lemma_min.3.fold.pred_inst.128,m.tree_remove_lemma_right.1.pre.default.129,m.tree_remove_lemma_right.1.pre.pred_inst.130,m.tree_remove_lemma_right.2.post.pred_inst.131,m.tree_remove_lemma_right.4.unfold.pred_inst.132,m.tree_remove_lemma_right.3.fold.pred_inst.133,m.tree_remove_lemma_right.3.fold.pred_inst.134,m.tree_remove_lemma_right.3.fold.pred_inst.135,p.bst.6.pred.pred_inst.136,p.bst.6.pred.pred_inst.137,p.bst.6.pred.default.138,p.bst.6.pred.default.139,p.bst.6.pred.acc.140,p.bst.6.pred.acc.141,p.bst.6.pred.acc.142,p.bstRemove.6.pred.pred_inst.143,p.bstRemove.6.pred.pred_inst.144,p.bstRemove.6.pred.default.145,p.bstRemove.6.pred.default.146,p.bstRemove.6.pred.default.147,p.bstRemove.6.pred.acc.148,p.bstRemove.6.pred.acc.149,p.bstRemove.6.pred.acc.150,p.tree.6.pred.pred_inst.151,p.treeRemove.6.pred.pred_inst.152
86342dc397a20fa673c89fe0402efe90ea02fd,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1
86342dc397a20fa67bc89fe0402efe90ea02fd,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1
86342dc397a20fa67bc89fe0402efe91ea02fd,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1
86342dc397a20fa67bc89fe0402efe91eb02fd,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1
86342dc397a20fa67bc89fe0402efe93eb02fd,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1
86342dc397a20fa67bc89fe0403efe93eb02fd,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1
87342dc397a20fa67bc89fe0403efe93eb02fd,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1
87342dc797a20fa67bc89fe0403efe93eb02fd,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1
87342dc797a20fa67fc89fe0403efe93eb02fd,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1
87342dc797a30fa67fc89fe0403efe93eb02fd,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1
87342dc797a32fa67fc89fe0403efe93eb02fd,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1
97342dc797a32fa67fc89fe0403efe93eb02fd,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1
97342dc797a32fa67fc8bfe0403efe93eb02fd,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1
97342dc797a32fa67fc8bfe0403efed3eb02fd,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1
97342dc797a32fa67fc8bfe0403effd3eb02fd,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1
97342dc797e32fa67fc8bfe0403effd3eb02fd,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1
97342dc797e32fa67fc8bfe0403effd3eb42fd,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1
97342dc797e32fa67fc8bfe0403efff3eb42fd,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1
97342dc797e32fa6ffc8bfe0403efff3eb42fd,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1
97342dc797e32fa6ffc8bfe4403efff3eb42fd,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1
97342dc797e32fa6ffccbfe4403efff3eb42fd,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1
97342dc797e32fa6ffccbfe4403efff3ebc2fd,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1
97342dd797e32fa6ffccbfe4403efff3ebc2fd,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1
97342dd797e32fa6ffecbfe4403efff3ebc2fd,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1
97742dd797e32fa6ffecbfe4403efff3ebc2fd,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1
97742fd797e32fa6ffecbfe4403efff3ebc2fd,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1
97746fd797e32fa6ffecbfe4403efff3ebc2fd,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1
97746fd797e32fa6ffecbfe4403efff3ebcafd,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1
97746fd797eb2fa6ffecbfe4403efff3ebcafd,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1
97747fd797eb2fa6ffecbfe4403efff3ebcafd,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1
97747fd79feb2fa6ffecbfe4403efff3ebcafd,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1
